	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
662	cage	OTU385	cagec2	0.0226025805952932	41	16	7.36816151129059e-07	0.000274648582393589
664	cage	OTU849	cagec2	0.00959686225501488	41	8	7.39794232991623e-07	0.000274648582393589
679	cage	OTU1133	cagec2	-0.010107958523849	41	6	8.11465339447092e-07	0.00029360367311992
697	cage	OTU173	cagec2	-0.056004077735449	41	9	8.77722693419403e-07	0.000310276233219584
727	cage	OTU2101	cagec2	-0.0684811665182926	41	12	1.15121429153873e-06	0.00039090933751906
736	cage	OTU2383	cagec2	-0.00964269579874566	41	6	1.33527131569222e-06	0.00044819392728372
744	cage	OTU1636	cagec2	0.0110946975658618	41	10	1.39931931981326e-06	0.000464621224681369
748	cage	OTU1985	cagec2	0.0135968149981592	41	13	1.45700802332526e-06	0.000480736170156296
755	cage	OTU141	cagec2	0.0305742131712095	41	12	1.5723094622759e-06	0.000512424067320486
763	cage	OTU163	cagec2	-0.0348716493070384	41	10	1.62160214155652e-06	0.000524965955397554
774	cage	OTU692	cagec2	-0.00694498834323864	41	3	1.67715918973552e-06	0.000535205208255457
785	cage	OTU2775	cagec2	0.0238902952080084	41	18	1.76770383820985e-06	0.000556164385219484
802	cage	OTU1389	cagec2	0.0133071489241161	41	12	2.05451737545821e-06	0.000631859114382013
809	cage	OTU2294	cagec2	0.00902274342324195	41	13	2.32324536145009e-06	0.000708307706313627
814	cage	OTU605	cagec2	-0.0164937593654341	41	31	2.39565157161392e-06	0.000725885376508836
817	cage	OTU1470	cagec2	-0.0106462974461153	41	7	2.47956759329825e-06	0.000748546468653154
818	cage	OTU1735	cagec2	-0.0405077709248459	41	29	2.51009426913302e-06	0.00075683341139054
822	cage	OTU52	cagec2	-0.0326032348864862	41	23	2.525876934812e-06	0.000756953938380444
841	cage	OTU465	cagec2	-0.0231743245189703	41	9	2.80787243970378e-06	0.000823409429615493
852	cage	OTU268	cagec2	-0.0143428018137404	41	5	2.86983783383368e-06	0.000829713620590996
871	cage	OTU362	cagec2	0.0161974016837223	41	3	3.15521655550623e-06	0.000892680476570627
879	cage	OTU1567	cagec2	0.0130976993886642	41	13	3.21476667304773e-06	0.000901883178947143
880	cage	OTU599	cagec2	-0.00849502468721751	41	5	3.2308122031352e-06	0.00090535232576626
883	cage	OTU432	cagec2	-0.0295016746996457	41	9	3.30770990553883e-06	0.00092374463340415
896	cage	OTU2010	cagec2	-0.0166046642385564	41	20	3.51780296678923e-06	0.000967328119153283
906	cage	OTU133	cagec2	-0.0390372362723675	41	14	3.65151341027495e-06	0.000992715364556705
926	cage	OTU2788	cagec2	-0.0106885425278963	41	13	4.28231515742478e-06	0.00113903564798629
936	cage	OTU423	cagec2	-0.00996390055605036	41	5	4.33739739897531e-06	0.00114256985423093
937	cage	OTU687	cagec2	-0.0350650171860391	41	12	4.39356790259876e-06	0.00115492589036519
956	cage	OTU2767	cagec2	-0.1075961649283	41	35	4.59290517052502e-06	0.00118327184234604
962	cage	OTU2647	cagec2	-0.0426054708995621	41	31	4.76078582802294e-06	0.0012188652057953
978	cage	OTU927	cagec2	-0.0137946194778253	41	9	5.30236652501462e-06	0.00133529002324977
988	cage	OTU1147	cagec2	0.0237564494014697	41	11	5.6749297326828e-06	0.00141434130757144
989	cage	OTU453	cagec2	-0.0103208200324582	41	8	5.69263829527012e-06	0.00141434130757144
1007	cage	OTU2605	cagec2	-0.0192402690042222	41	9	6.5922712288307e-06	0.00160677844706659
1014	cage	OTU2610	cagec2	-0.0158201061442313	41	4	6.63460493679192e-06	0.00160677844706659
1044	cage	OTU216	cagec2	-0.0215172018046681	41	8	8.12269923179795e-06	0.00191609257036805
1071	cage	OTU2663	cagec2	0.0163617297597836	41	12	9.12579010023194e-06	0.00209455215480878
1073	cage	OTU11	cagec2	-0.0888269225378028	41	41	9.13461984217748e-06	0.00209455215480878
1090	cage	OTU203	cagec2	-0.0112699972790588	41	4	1.00388983446249e-05	0.00226392340239823
1095	cage	OTU63	cagec2	-0.0401618414459032	41	38	1.05005558223468e-05	0.00235723107013024
1137	cage	OTU109	cagec2	-0.0134833349137038	41	5	1.25447591435541e-05	0.002709811154875
1178	cage	OTU1535	cagec2	-0.016477070675659	41	23	1.43640780840415e-05	0.00299245950852102
1224	cage	OTU1941	cagec2	0.00651593171151706	41	6	1.76322129646942e-05	0.00353559639869151
1230	cage	OTU660	cagec2	-0.00764243074548048	41	4	1.78940517926937e-05	0.00356774620820014
1239	cage	OTU1940	cagec2	-0.0188657187033945	41	22	1.93166794927174e-05	0.00382350593109389
1254	cage	OTU544	cagec2	-0.00816059419475807	41	14	2.02136922255336e-05	0.00395021143295762
1264	cage	OTU634	cagec2	0.00837706483868898	41	7	2.06725612933612e-05	0.00401336614394196
1271	cage	OTU2617	cagec2	-0.0221930435292193	41	20	2.17142379181354e-05	0.0041902007487563
1275	cage	OTU1226	cagec2	-0.00844720184251894	41	8	2.18672065316328e-05	0.00420981368812468
1286	cage	OTU227	cagec2	0.0150578981724576	41	20	2.36163886067484e-05	0.0045077621440175
1308	cage	OTU2139	cagec2	-0.00891128214466756	41	8	2.65501125241833e-05	0.00498269262785086
1315	cage	OTU36	cagec2	-0.0721527321119143	41	33	2.76753734177273e-05	0.00516628668404959
1340	cage	OTU1263	cagec2	-0.011197850737017	41	16	3.15426048119784e-05	0.00577859110954932
1350	cage	OTU1922	cagec2	-0.0185396664931333	41	17	3.2711838100555e-05	0.00594798277019031
1358	cage	OTU230	cagec2	-0.0151525542323976	41	31	3.37367904117162e-05	0.00609882344050507
1369	cage	OTU22	cagec2	-0.0940268218198965	41	40	3.4632973339544e-05	0.00620684387439123
1372	cage	OTU1256	cagec2	-0.00887738910557284	41	12	3.50120489015383e-05	0.0062446769890985
1415	cage	OTU92	cagec2	-0.013189243085794	41	9	3.94846889330698e-05	0.00682691104077707
1419	cage	OTU206	cagec2	-0.0186231716106083	41	8	4.02493291297102e-05	0.00694447699234679
1420	cage	OTU712	cagec2	0.0067136738410065	41	5	4.0295066003991e-05	0.00694749625397613
1425	cage	OTU1838	cagec2	-0.00737458357656679	41	4	4.05011236177155e-05	0.00695295018111764
1430	cage	OTU2175	cagec2	0.00659299894165701	41	6	4.12575877484085e-05	0.00705439703365351
1441	cage	OTU1662	cagec2	-0.0721528284280837	41	40	4.31503587622343e-05	0.00732683562372936
1451	cage	OTU728	cagec2	-0.00915917945330293	41	16	4.46636609171796e-05	0.00752150112325816
1455	cage	OTU469	cagec2	-0.0076653177353002	41	12	4.60960369005222e-05	0.007746810540228
1464	cage	OTU1919	cagec2	0.0124846829583953	41	9	4.89752092426848e-05	0.00817922530102646
1468	cage	OTU1221	cagec2	0.00703737670036117	41	5	4.96001439596562e-05	0.0082623362352078
1473	cage	OTU1532	cagec2	-0.00832098845696574	41	19	5.0552650289911e-05	0.00838128195375936
1495	cage	OTU945	cagec2	-0.00733933190015265	41	12	5.34367884850807e-05	0.00873051799494973
1510	cage	OTU41	cagec2	-0.0358880255427799	41	14	5.63378975183948e-05	0.00911921532350875
1528	cage	OTU1010	cagec2	-0.0163921008905234	41	29	5.92176690668083e-05	0.00947317142014975
1549	cage	OTU2215	cagec2	0.00884644189956585	41	7	6.46551092650729e-05	0.0102036876961198
1559	cage	OTU208	cagec2	-0.0146320043006111	41	7	6.67994193411963e-05	0.0104749067791268
1562	cage	OTU166	cagec2	-0.0205036877403323	41	18	6.79392971883226e-05	0.0106198099506502
1569	cage	OTU1615	cagec2	-0.0108287027632318	41	15	6.90558719985486e-05	0.0107533541638651
1572	cage	OTU40	cagec2	-0.0094423039557137	41	17	6.96481968232852e-05	0.0108182029051836
1593	cage	OTU2103	cagec2	0.00555039789188074	41	9	7.50623061476116e-05	0.0115137809336907
1633	cage	OTU201	cagec2	-0.0150869492709421	41	5	8.39579945808856e-05	0.0125573088830987
1642	cage	OTU2815	cagec2	-0.00641783885456099	41	9	8.73441148048564e-05	0.0129888674221188
1654	cage	OTU2013	cagec2	-0.0170351262397185	41	21	9.07732038808718e-05	0.0134135536115544
1670	cage	OTU853	cagec2	-0.0107314924638532	41	4	9.54769701698176e-05	0.0139491965735014
1687	cage	OTU1429	cagec2	-0.0203407023280047	41	32	9.69510255410149e-05	0.0140455312514377
1688	cage	OTU2708	cagec2	-0.00564303857556221	41	8	9.69909306169101e-05	0.0140455312514377
1698	cage	OTU1169	cagec2	-0.00814808951727993	41	14	9.82784559834096e-05	0.0141487047833763
1704	cage	OTU1372	cagec2	-0.00838553086207659	41	12	9.89443159676846e-05	0.0141731114784148
1727	cage	OTU434	cagec2	0.012404194358167	41	5	0.000110600566585312	0.0156569802076815
1731	cage	OTU1240	cagec2	-0.00613584282301074	41	13	0.000112574421957836	0.0158906902210213
1734	cage	OTU1088	cagec2	-0.0189724399855911	41	7	0.000113533162787636	0.0160076554571815
1735	cage	OTU1683	cagec2	-0.0126451192164704	41	23	0.000113873379864612	0.016046428844072
1741	cage	OTU2181	cagec2	-0.0130426151978103	41	9	0.000115532833203481	0.0162060157827166
1755	cage	OTU1889	cagec2	-0.00942231021959655	41	17	0.000119234102766831	0.016602151070992
1762	cage	OTU161	cagec2	-0.0114897282015894	41	20	0.00011971463774869	0.0166032865432776
1787	cage	OTU578	cagec2	-0.00709370992536561	41	12	0.00012862406746934	0.0175715045463375
1791	cage	OTU2330	cagec2	-0.00543760178006668	41	8	0.000129506361285833	0.0176528291477465
1848	cage	OTU2152	cagec2	-0.0167540394721694	41	26	0.000150238807261863	0.0198324773651955
1868	cage	OTU1724	cagec2	-0.00746855267673974	41	12	0.000157431987164576	0.0204567381870168
1913	cage	OTU95	cagec2	-0.0252393029196629	41	23	0.000174240469967527	0.0222122292794821
1924	cage	OTU384	cagec2	-0.0116096422415558	41	17	0.000182717505144268	0.0231154737986424
1930	cage	OTU438	cagec2	-0.0138653024463298	41	23	0.000185187953168833	0.0233776749275527
1939	cage	OTU2670	cagec2	-0.00646836901582525	41	5	0.000189888393931386	0.0238365157029063
1959	cage	OTU80	cagec2	-0.022676794954689	41	26	0.000198867536884307	0.0247349431744998
1961	cage	OTU618	cagec2	-0.00652081711062925	41	11	0.000199156722073037	0.0247349431744998
1989	cage	OTU490	cagec2	-0.00771494323548536	41	11	0.000214579440477098	0.0262659113416239
1992	cage	OTU2038	cagec2	0.00721768064347888	41	14	0.000215457683217214	0.0263574683150872
2011	cage	OTU893	cagec2	0.014189283169255	41	5	0.000229658547027201	0.0278210240940086
2015	cage	OTU112	cagec2	0.0128489355983662	41	13	0.000232217065496327	0.0280756708321965
2020	cage	OTU960	cagec2	-0.0152048272341721	41	7	0.000233195820987114	0.0281047054347457
2037	cage	OTU726	cagec2	-0.00594454050726556	41	9	0.000238722311185816	0.0285534862796425
2045	cage	OTU844	cagec2	-0.023618563427151	41	26	0.000243196018685794	0.0289658317356561
2091	cage	OTU742	cagec2	-0.0161881163869696	41	31	0.000268894954983764	0.0312137474566446
2095	cage	OTU324	cagec2	-0.00754724471501767	41	10	0.000269122866657174	0.0312137474566446
2106	cage	OTU2129	cagec2	-0.0102005780341659	41	4	0.000269970998621101	0.0312137474566446
2113	cage	OTU2586	cagec2	-0.0150381281326957	41	20	0.000279090421424915	0.0321399968289182
2134	cage	OTU2896	cagec2	-0.00670622629085152	41	5	0.000288315600810814	0.032871318571219
2140	cage	OTU890	cagec2	-0.00678518476074939	41	13	0.000290944411748556	0.0330637830177274
2182	cage	OTU1049	cagec2	0.0073890368448053	41	7	0.000313409808596002	0.0349707070646415
2192	cage	OTU1080	cagec2	0.0106597112977407	41	9	0.000320887789306068	0.0356264552180211
2216	cage	OTU847	cagec2	-0.0133314741673239	41	16	0.000346525627117368	0.0380616632674446
2220	cage	OTU2178	cagec2	-0.016378758329427	41	18	0.000348568224082862	0.0382177719022616
2221	cage	OTU1227	cagec2	0.00829736000972177	41	3	0.000349324845117248	0.0382836690058407
2260	cage	OTU600	cagec2	-0.00629248689736147	41	11	0.000383565791826857	0.0412823170269926
2262	cage	OTU1862	cagec2	-0.0061973502166757	41	7	0.000385642470015373	0.0414876766047977
2269	cage	OTU1654	cagec2	-0.00851664834681683	41	10	0.000388934175913307	0.0417141228592774
2272	cage	OTU55	cagec2	-0.00995957950530409	41	13	0.00039211426070058	0.0420002683326028
2277	cage	OTU2400	cagec2	-0.0726595686494836	41	19	0.000395751868252654	0.0422611121568051
2280	cage	OTU104	cagec2	0.0153688456065473	41	20	0.000397806719072695	0.0424621135533573
2281	cage	OTU225	cagec2	0.0124453929545141	41	8	0.000398467821011767	0.0424872858866703
2324	cage	OTU237	cagec2	-0.0162039449073585	41	28	0.00043343730055653	0.0453601076635589
2365	cage	OTU2088	cagec2	0.0121873477009348	41	3	0.000470454248147094	0.0483698921234294
2370	cage	OTU53	cagec2	-0.0261785970399804	41	10	0.000475429648917703	0.0487645319589229
2373	cage	OTU1159	cagec2	0.0106042303600454	41	9	0.000475878185936968	0.0487645319589229
2374	cage	OTU1784	cagec2	-0.0128559080869523	41	24	0.000476358413315241	0.0487934200403172
2376	cage	OTU1426	cagec2	0.00831810020305935	41	15	0.000478299509600134	0.048951487705278
12	cage	OTU2257	cagec23	0.00832397719964845	41	9	8.98902335828946e-20	2.76454042500433e-15
14	cage	OTU2639	cagec23	0.0105797008434737	41	2	9.61974302223387e-18	2.36681271396136e-13
16	cage	OTU2744	cagec23	0.0133833315429374	41	3	1.00102834245423e-16	2.05241675243676e-12
17	cage	OTU878	cagec23	0.00651677130701647	41	5	1.13090178442478e-16	2.14033601795784e-12
51	cage	OTU795	cagec23	0.010095164970465	41	3	3.81906468274791e-12	1.99921535606223e-08
63	cage	OTU57	cagec23	0.142687958527551	41	4	7.34558872733242e-12	3.06319765035032e-08
68	cage	OTU949	cagec23	0.012531859733399	41	5	1.42119342885695e-11	5.46353386961997e-08
110	cage	OTU2219	cagec23	-0.0259693986321223	41	8	1.23462949971298e-10	2.86570319076303e-07
112	cage	OTU1129	cagec23	0.0123474894193255	41	4	1.57804454678102e-10	3.51794393517219e-07
146	cage	OTU1196	cagec23	-0.00747982971449095	41	13	4.91805840621565e-10	8.52129814147944e-07
149	cage	OTU198	cagec23	-0.0343320028311506	41	9	5.26293477705311e-10	8.93018402580563e-07
151	cage	OTU838	cagec23	0.0173009882321178	41	11	5.74356663063447e-10	9.61312859252661e-07
176	cage	OTU1399	cagec23	0.0130587547348812	41	11	9.42444273582065e-10	1.3481172194146e-06
177	cage	OTU2864	cagec23	0.0240086900990535	41	9	9.62864820591709e-10	1.36936631135215e-06
220	cage	OTU892	cagec23	-0.0193388088705055	41	9	3.02424083955704e-09	3.44479233075044e-06
242	cage	OTU88	cagec23	-0.0997819465117721	41	12	3.76696848706306e-09	3.89417489769552e-06
275	cage	OTU1692	cagec23	-0.0179686553323416	41	7	6.52926197707877e-09	5.92782298544106e-06
280	cage	OTU322	cagec23	0.0233666697225962	41	8	7.40023690830907e-09	6.59685539206391e-06
287	cage	OTU698	cagec23	0.0106766074023125	41	11	1.00369513391683e-08	8.72601200224364e-06
301	cage	OTU2605	cagec23	-0.0337078673857034	41	9	1.18389742795524e-08	9.68658731430288e-06
310	cage	OTU687	cagec23	-0.0594728949050314	41	12	1.33570336139723e-08	1.07396224813101e-05
333	cage	OTU2096	cagec23	-0.0236842308945081	41	22	1.92461720759546e-08	1.43929192676342e-05
339	cage	OTU1060	cagec23	0.0112875669640647	41	4	2.019666911559e-08	1.4751421780368e-05
340	cage	OTU1481	cagec23	-0.0284039929081178	41	35	2.04284349328608e-08	1.4751421780368e-05
354	cage	OTU349	cagec23	0.0110647646478243	41	3	2.3685684788623e-08	1.66501566523956e-05
361	cage	OTU1226	cagec23	-0.0153947241545634	41	8	2.74110254107216e-08	1.8879676261975e-05
379	cage	OTU2341	cagec23	-0.0377247046983648	41	9	4.39744154544548e-08	2.88515553471138e-05
385	cage	OTU1769	cagec23	-0.0156545698633697	41	7	4.8607204853648e-08	3.13849208417874e-05
389	cage	OTU453	cagec23	-0.016633087066548	41	8	5.01766810502719e-08	3.20657664300409e-05
401	cage	OTU172	cagec23	-0.0362976601971389	41	11	6.00661979621682e-08	3.72254588111284e-05
405	cage	OTU1122	cagec23	-0.0187061429997477	41	16	6.44228855323522e-08	3.95272156801081e-05
414	cage	OTU1867	cagec23	-0.0281784297186491	41	10	6.83997695669711e-08	4.10460344023143e-05
421	cage	OTU134	cagec23	0.0344038690474794	41	3	7.96669080528818e-08	4.70048130853882e-05
459	cage	OTU560	cagec23	-0.0476299742870366	41	11	1.14729165656775e-07	6.20387246828484e-05
462	cage	OTU548	cagec23	-0.0294498196539285	41	29	1.19064412393883e-07	6.39612463584144e-05
469	cage	OTU2008	cagec23	-0.00901995331901226	41	5	1.30354970115441e-07	6.89723565210594e-05
481	cage	OTU1106	cagec23	0.00832397719964845	41	4	1.44753897265645e-07	7.45079803798067e-05
488	cage	OTU2408	cagec23	0.010268610087085	41	4	1.65940894920005e-07	8.4041026092547e-05
493	cage	OTU2021	cagec23	-0.0216517816501731	41	7	1.73571900982735e-07	8.71532853103862e-05
496	cage	OTU465	cagec23	-0.0333719673996012	41	9	1.7628972100281e-07	8.78721994001609e-05
504	cage	OTU914	cagec23	-0.0217702886633903	41	7	1.82982674270926e-07	8.98612938714488e-05
521	cage	OTU1170	cagec23	0.00956826996898279	41	4	2.2780134855253e-07	0.000108199923540191
530	cage	OTU1709	cagec23	-0.00859407189874393	41	5	2.70194800387482e-07	0.000126144057121319
531	cage	OTU2552	cagec23	0.0184332871458165	41	10	2.72060802849379e-07	0.000126774666194418
535	cage	OTU2139	cagec23	-0.0145432409493518	41	8	2.79213919082736e-07	0.000129007804316989
544	cage	OTU2823	cagec23	0.0487036666373729	41	28	2.96294052214251e-07	0.000134749167698036
576	cage	OTU314	cagec23	0.0382781718051831	41	17	3.7160548411192e-07	0.000159561428437076
595	cage	OTU21	cagec23	0.151874724595735	41	23	4.66377407665478e-07	0.000193827868665188
609	cage	OTU628	cagec23	-0.0105908575336266	41	9	5.20107218367053e-07	0.00021116438891976
613	cage	OTU432	cagec23	-0.0403642239452391	41	9	5.26006879274039e-07	0.000211306432715575
615	cage	OTU10	cagec23	0.151098753983575	41	24	5.27360309929484e-07	0.000211306432715575
622	cage	OTU466	cagec23	0.0145724289696847	41	7	5.3643140930911e-07	0.000213218052749896
665	cage	OTU2809	cagec23	0.010095164970465	41	4	7.43499205866079e-07	0.000274648582393589
678	cage	OTU275	cagec23	-0.0703787548433775	41	17	8.09300308059761e-07	0.00029360367311992
688	cage	OTU437	cagec23	-0.0241992338956761	41	9	8.43516410443776e-07	0.000302972623469132
706	cage	OTU570	cagec23	-0.0190349549308329	41	5	8.96775872983746e-07	0.000313854972206688
715	cage	OTU644	cagec23	0.134599269374444	41	23	1.07536849459835e-06	0.000371601739193111
720	cage	OTU1318	cagec23	-0.0185040575166261	41	9	1.12584218866993e-06	0.000386330313213087
729	cage	OTU594	cagec23	0.0186720337266588	41	3	1.19991534618627e-06	0.000406644038608309
734	cage	OTU543	cagec23	0.0132811811762691	41	9	1.30047866468119e-06	0.000437709807417463
758	cage	OTU200	cagec23	-0.0728846186421927	41	8	1.57244711497444e-06	0.000512424067320486
782	cage	OTU744	cagec23	-0.00941560654225889	41	9	1.71990233381775e-06	0.000543208742625826
795	cage	OTU387	cagec23	0.0114144521807921	41	11	1.88543089398443e-06	0.000584975738793504
800	cage	OTU474	cagec23	0.0125109074692075	41	6	1.9966731201402e-06	0.000615608351453552
813	cage	OTU1491	cagec23	0.0157838071910837	41	7	2.38802419508983e-06	0.00072446647211753
833	cage	OTU19	cagec23	0.141046552784356	41	21	2.74342556791834e-06	0.000812255350726744
847	cage	OTU208	cagec23	-0.0222972199617384	41	7	2.85938296942114e-06	0.000829713620590996
870	cage	OTU2330	cagec23	-0.00868944980357634	41	8	3.11244224325481e-06	0.000882230359681663
872	cage	OTU1758	cagec23	0.0432807039253431	41	19	3.1565659417748e-06	0.000892680476570627
888	cage	OTU781	cagec23	0.00779989835623663	41	5	3.44825583250847e-06	0.000955440590842189
891	cage	OTU1470	cagec23	-0.0127710030181044	41	7	3.45227215930411e-06	0.000955440590842189
897	cage	OTU225	cagec23	0.0217584478853179	41	8	3.51881492069156e-06	0.000967328119153283
908	cage	OTU509	cagec23	0.0119472685135557	41	7	3.70686563770827e-06	0.00100665132550202
916	cage	OTU1636	cagec23	0.012737612930745	41	10	3.96667820375133e-06	0.00106777856150587
917	cage	OTU127	cagec23	-0.136929177086352	41	18	4.03499552874922e-06	0.001084981633778
938	cage	OTU1732	cagec23	0.0655276161311039	41	20	4.39449160367756e-06	0.00115492589036519
945	cage	OTU2383	cagec23	-0.0109613619579034	41	6	4.43124424580343e-06	0.00115492589036519
967	cage	OTU941	cagec23	0.0181042846342238	41	10	5.0870675826206e-06	0.00129565926172384
987	cage	OTU501	cagec23	-0.0239886251485876	41	10	5.66131810731527e-06	0.00141267111883319
1001	cage	OTU763	cagec23	-0.0212826509047802	41	24	6.02862448527452e-06	0.00148326468248349
